seed,algorithm,trips,mean_travel_time,p95_travel_time,max_congestion_ratio,accepted_moves,iterations,stop_reason
20260912,baseline,120,11.58087188720703,18.09748291015625,2.5,N/A,N/A,N/A
20260912,greedy,120,6.253848571777343,8.67578857421875,1.625,N/A,N/A,N/A
20260912,local_search,120,8.873547668457032,13.07913818359375,2.125,25,25,max_iterations_reached
20260913,baseline,120,11.631112874348958,22.48107482910156,2.75,N/A,N/A,N/A
20260913,greedy,120,5.945083821614583,7.876713867187499,1.5,N/A,N/A,N/A
20260913,local_search,120,7.066545410156249,9.293841552734374,1.75,25,25,max_iterations_reached
20260914,baseline,120,10.142232055664062,19.840673828124995,2.625,N/A,N/A,N/A
20260914,greedy,120,5.948027343749999,8.4695703125,1.5,N/A,N/A,N/A
20260914,local_search,120,7.019963378906249,10.2936328125,2.125,25,25,max_iterations_reached
